Pitcher,AutoPitchType,PitchCall,Date
"LaMaison, Tristan",Curveball,BallCalled,10/21/2023
"LaMaison, Tristan",Sinker,InPlay,10/21/2023
"LaMaison, Tristan",Four-Seam,StrikeCalled,10/21/2023
"LaMaison, Tristan",Sinker,FoulBall,10/21/2023
"LaMaison, Tristan",Four-Seam,InPlay,10/21/2023
"Mauterer, Vaughn",Four-Seam,StrikeCalled,10/21/2023
"Mauterer, Vaughn",Four-Seam,BallCalled,10/21/2023
"Mauterer, Vaughn",Changeup,BallCalled,10/21/2023
"Mauterer, Vaughn",Four-Seam,StrikeCalled,10/21/2023
"Mauterer, Vaughn",Four-Seam,BallCalled,10/21/2023
"Mauterer, Vaughn",Four-Seam,BallCalled,10/21/2023
"Mauterer, Vaughn",Changeup,BallCalled,10/21/2023
"Mauterer, Vaughn",Four-Seam,BallCalled,10/21/2023
"Mauterer, Vaughn",Four-Seam,BallCalled,10/21/2023
"Mauterer, Vaughn",Four-Seam,BallCalled,10/21/2023
"Mauterer, Vaughn",Four-Seam,FoulBall,10/21/2023
"Mauterer, Vaughn",Changeup,BallCalled,10/21/2023
"Mauterer, Vaughn",Slider,BallCalled,10/21/2023
"Mauterer, Vaughn",Curveball,BallCalled,10/21/2023
"Mauterer, Vaughn",Slider,BallCalled,10/21/2023
"Mauterer, Vaughn",Four-Seam,BallCalled,10/21/2023
"Mauterer, Vaughn",Four-Seam,FoulBall,10/21/2023
"Mauterer, Vaughn",Four-Seam,FoulBall,10/21/2023
"Mauterer, Vaughn",Changeup,BallCalled,10/21/2023
"Mauterer, Vaughn",Changeup,FoulBall,10/21/2023
"Mauterer, Vaughn",Slider,BallCalled,10/21/2023
"Mauterer, Vaughn",Slider,BallCalled,10/21/2023
"Mauterer, Vaughn",Four-Seam,BallCalled,10/21/2023
"Mauterer, Vaughn",Slider,StrikeCalled,10/21/2023
"Mauterer, Vaughn",Slider,FoulBall,10/21/2023
"Mauterer, Vaughn",Four-Seam,FoulBall,10/21/2023
"Mauterer, Vaughn",Slider,BallCalled,10/21/2023
"Mauterer, Vaughn",Changeup,BallCalled,10/21/2023
"Mauterer, Vaughn",Changeup,BallCalled,10/21/2023
"Mauterer, Vaughn",Slider,StrikeCalled,10/21/2023
"Mauterer, Vaughn",Four-Seam,InPlay,10/21/2023
"Schmidt, Mason",Four-Seam,BallCalled,10/21/2023
"Schmidt, Mason",Four-Seam,StrikeCalled,10/21/2023
"Schmidt, Mason",Curveball,BallCalled,10/21/2023
"Schmidt, Mason",Four-Seam,StrikeCalled,10/21/2023
"Schmidt, Mason",Curveball,BallCalled,10/21/2023
"Schmidt, Mason",Curveball,BallCalled,10/21/2023
"Schmidt, Mason",Four-Seam,BallCalled,10/21/2023
"Schmidt, Mason",Four-Seam,BallCalled,10/21/2023
"Schmidt, Mason",Four-Seam,BallCalled,10/21/2023
"Schmidt, Mason",Slider,BallCalled,10/21/2023
"Schmidt, Mason",Changeup,InPlay,10/21/2023
"Schmidt, Mason",Four-Seam,BallCalled,10/21/2023
"Schmidt, Mason",Curveball,FoulBall,10/21/2023
"Schmidt, Mason",Sinker,FoulBall,10/21/2023
"Schmidt, Mason",Four-Seam,FoulBall,10/21/2023
"Schmidt, Mason",Curveball,BallCalled,10/21/2023
"Schmidt, Mason",Curveball,BallCalled,10/21/2023
"Schmidt, Mason",Four-Seam,FoulBall,10/21/2023
"Schmidt, Mason",Changeup,BallCalled,10/21/2023
"Frize, Drake",Four-Seam,BallCalled,10/21/2023
"Frize, Drake",Four-Seam,StrikeCalled,10/21/2023
"Frize, Drake",Curveball,StrikeCalled,10/21/2023
"Frize, Drake",Four-Seam,StrikeCalled,10/21/2023
"Frize, Drake",Curveball,BallCalled,10/21/2023
"Frize, Drake",Changeup,BallCalled,10/21/2023
"Frize, Drake",Changeup,BallCalled,10/21/2023
"Frize, Drake",Four-Seam,BallCalled,10/21/2023
"Frize, Drake",Four-Seam,StrikeSwinging,10/21/2023
"Frize, Drake",Four-Seam,StrikeCalled,10/21/2023
"Frize, Drake",Curveball,BallCalled,10/21/2023
"Frize, Drake",Curveball,BallCalled,10/21/2023
"Frize, Drake",Four-Seam,StrikeSwinging,10/21/2023
"Frize, Drake",Four-Seam,StrikeCalled,10/21/2023
"Frize, Drake",Curveball,StrikeCalled,10/21/2023
"Gonzalez, Aidan",Sinker,BallCalled,10/21/2023
"Gonzalez, Aidan",Sinker,StrikeCalled,10/21/2023
"Gonzalez, Aidan",Sinker,StrikeCalled,10/21/2023
"Gonzalez, Aidan",Four-Seam,FoulBall,10/21/2023
"Gonzalez, Aidan",Changeup,BallCalled,10/21/2023
"Gonzalez, Aidan",Four-Seam,BallCalled,10/21/2023
"Gonzalez, Aidan",Slider,StrikeCalled,10/21/2023
"Gonzalez, Aidan",Four-Seam,FoulBall,10/21/2023
"Gonzalez, Aidan",Four-Seam,BallCalled,10/21/2023
"Gonzalez, Aidan",Changeup,StrikeSwinging,10/21/2023
"Gonzalez, Aidan",Slider,BallCalled,10/21/2023
"Gonzalez, Aidan",Sinker,StrikeCalled,10/21/2023
"Gonzalez, Aidan",Changeup,StrikeSwinging,10/21/2023
"Gonzalez, Aidan",Four-Seam,BallCalled,10/21/2023
"Gonzalez, Aidan",Changeup,BallCalled,10/21/2023
"Gonzalez, Aidan",Sinker,InPlay,10/21/2023
"Romero, Ivran",Four-Seam,BallCalled,10/21/2023
"Romero, Ivran",Four-Seam,StrikeSwinging,10/21/2023
"Romero, Ivran",Cutter,FoulBall,10/21/2023
"Romero, Ivran",Curveball,FoulBall,10/21/2023
"Romero, Ivran",Four-Seam,FoulBall,10/21/2023
"Romero, Ivran",Changeup,FoulBall,10/21/2023
"Romero, Ivran",Four-Seam,BallCalled,10/21/2023
"Romero, Ivran",Four-Seam,BallCalled,10/21/2023
"Romero, Ivran",Four-Seam,StrikeSwinging,10/21/2023
"Romero, Ivran",Four-Seam,BallCalled,10/21/2023
"Romero, Ivran",Four-Seam,BallCalled,10/21/2023
"Romero, Ivran",Sinker,BallCalled,10/21/2023
"Romero, Ivran",Four-Seam,BallCalled,10/21/2023
"Romero, Ivran",Four-Seam,Undefined,10/21/2023
"Romero, Ivran",Four-Seam,Undefined,10/21/2023
"Romero, Ivran",Four-Seam,Undefined,10/21/2023
"Romero, Ivran",Curveball,Undefined,10/21/2023
"Romero, Ivran",Four-Seam,Undefined,10/21/2023
"Romero, Ivran",Four-Seam,Undefined,10/21/2023
"Romero, Ivran",Curveball,Undefined,10/21/2023
"Romero, Ivran",Four-Seam,InPlay,10/21/2023
"Romero, Ivran",Changeup,BallCalled,10/21/2023
"Romero, Ivran",Changeup,FoulBall,10/21/2023
"Romero, Ivran",Sinker,InPlay,10/21/2023
"Minor, Chase",Four-Seam,BallCalled,10/21/2023
"Minor, Chase",Four-Seam,FoulBall,10/21/2023
"Minor, Chase",Four-Seam,InPlay,10/21/2023
"Minor, Chase",Four-Seam,StrikeSwinging,10/21/2023
"Minor, Chase",Four-Seam,InPlay,10/21/2023
"Minor, Chase",Sinker,BallCalled,10/21/2023
"Minor, Chase",Changeup,StrikeCalled,10/21/2023
"Minor, Chase",Four-Seam,HitByPitch,10/21/2023
"Minor, Chase",Four-Seam,BallCalled,10/21/2023
"Minor, Chase",Four-Seam,BallCalled,10/21/2023
"Minor, Chase",Four-Seam,StrikeCalled,10/21/2023
"Minor, Chase",Sinker,BallCalled,10/21/2023
"Minor, Chase",Four-Seam,InPlay,10/21/2023
"Minor, Chase",Four-Seam,InPlay,10/21/2023
"Allen, Dustin",Four-Seam,StrikeCalled,10/21/2023
"Allen, Dustin",Sinker,StrikeCalled,10/21/2023
"Allen, Dustin",Four-Seam,StrikeSwinging,10/21/2023
"Allen, Dustin",Sinker,InPlay,10/21/2023
"Allen, Dustin",Curveball,BallCalled,10/21/2023
"Allen, Dustin",Curveball,BallCalled,10/21/2023
"Allen, Dustin",Four-Seam,InPlay,10/21/2023
"Allen, Dustin",Four-Seam,BallCalled,10/21/2023
"Allen, Dustin",Four-Seam,StrikeCalled,10/21/2023
"Allen, Dustin",Four-Seam,InPlay,10/21/2023
"Allen, Dustin",Four-Seam,BallCalled,10/21/2023
"Allen, Dustin",Curveball,StrikeCalled,10/21/2023
"Allen, Dustin",Sinker,BallCalled,10/21/2023
"Allen, Dustin",Changeup,BallCalled,10/21/2023
"Allen, Dustin",Four-Seam,StrikeCalled,10/21/2023
"Allen, Dustin",Curveball,FoulBall,10/21/2023
"Allen, Dustin",Four-Seam,FoulBall,10/21/2023
"Allen, Dustin",Four-Seam,StrikeCalled,10/21/2023
"Thurman, Conner",Changeup,StrikeCalled,10/21/2023
"Thurman, Conner",Slider,FoulBall,10/21/2023
"Thurman, Conner",Slider,BallCalled,10/21/2023
"Thurman, Conner",Changeup,InPlay,10/21/2023
"Thurman, Conner",Slider,BallCalled,10/21/2023
"Thurman, Conner",Changeup,FoulBall,10/21/2023
"Thurman, Conner",Slider,BallCalled,10/21/2023
"Thurman, Conner",Changeup,BallCalled,10/21/2023
"Thurman, Conner",Slider,FoulBall,10/21/2023
"Thurman, Conner",Slider,StrikeCalled,10/21/2023
"Thurman, Conner",Slider,InPlay,10/21/2023
"Thurman, Conner",Slider,BallCalled,10/21/2023
"Thurman, Conner",Slider,InPlay,10/21/2023
"Thurman, Conner",Slider,StrikeSwinging,10/21/2023
"Thurman, Conner",Changeup,FoulBall,10/21/2023
"Thurman, Conner",Slider,InPlay,10/21/2023
